DOMAIN	ACCESSION	Exophiala_alcalophila	Exophiala_crusticola	Exophiala_lecanii-corni	Exophiala_mesophila	Exophiala_sideris	Exophiala_spinifera	Exophiala_viscosa	Exophiala_xenobiotica
RNA_pol_Rpb5_N	PF03871.19	1	1	1	1	1	1	1	1
MKT1_N	PF12247.13	1	1	1	1	1	1	1	1
Rad54_N	PF08658.15	1	1	1	1	1	1	1	1
Med11	PF10280.14	1	1	1	1	1	1	1	1
Inos-1-P_synth	PF01658.22	1	1	1	1	1	1	1	1
RS_preATP-grasp-like	PF22660.1	1	1	1	1	1	1	1	1
Thymidylate_kin	PF02223.22	1	1	1	1	1	1	1	1
Rbsn	PF11464.13	1	1	1	1	1	1	1	1
Thymidylat_synt	PF00303.24	1	1	1	1	1	1	1	1
PK_C	PF02887.21	1	1	1	1	1	1	1	1
DUF2418	PF10332.14	1	1	1	1	1	1	1	1
Semialdhyde_dhC	PF02774.23	1	1	1	1	1	1	1	1
Gaa1	PF04114.19	1	1	1	1	1	1	1	1
PAP_RNA-bind	PF04926.20	1	1	1	1	1	1	1	1
DUF4112	PF13430.11	1	1	1	1	1	1	1	1
Fuz_longin_3	PF19038.5	1	1	1	1	1	1	1	1
PIGA	PF08288.17	1	1	1	1	1	1	1	1
Meth_synt_1	PF08267.17	1	1	1	1	1	1	1	1
GATase_5	PF13507.11	1	1	1	1	1	0	1	1
ISN1	PF06437.16	1	1	1	1	1	1	1	1
CDC48_N	PF02359.23	1	1	1	1	1	1	1	1
Methyltransf_32	PF13679.11	0	2	1	1	2	1	1	0
DUF2205	PF10224.14	1	1	1	1	1	1	1	1
RSC4_Ig_like	PF22994.1	1	1	1	1	1	1	1	1
Ino80_Iec3	PF14612.11	1	1	1	1	1	1	1	1
DUF3759	PF12585.13	1	1	1	1	1	1	1	1
Rer1	PF03248.18	1	1	1	1	1	1	1	1
Mitoc_mL59	PF18126.6	1	1	1	1	1	1	1	1
Pantoate_transf	PF02548.20	2	1	1	1	1	0	1	1
SPA	PF08616.15	1	1	0	1	1	1	1	2
Lysine_decarbox	PF03641.19	1	1	1	1	1	1	1	1
EMC7_beta-sandw	PF09430.15	1	1	1	1	1	1	1	1
Rsm1	PF08600.15	1	1	1	1	1	1	1	1
Mim2	PF19117.5	1	1	1	1	1	1	1	1
TPK_B1_binding	PF04265.19	1	1	1	1	1	1	1	1
ETF_alpha	PF00766.24	1	1	1	1	1	1	1	1
DUF6649	PF20354.3	1	0	0	1	1	1	0	1
RNR_inhib	PF08591.15	1	1	1	1	1	1	1	1
GNAT_LYC1-like	PF22998.1	1	1	1	1	1	1	1	1
FDX-ACB	PF03147.19	1	1	1	1	1	1	1	1
STI1-HOP_DP	PF17830.6	0	0	1	1	0	1	0	1
Thioredoxin_14	PF18402.6	1	1	1	1	1	1	1	1
Glycogen_syn	PF05693.18	1	1	1	1	1	1	1	1
NuA4	PF09340.15	1	1	1	1	1	1	1	1
zf-C3HC	PF07967.18	1	1	1	1	1	1	1	1
DRE2_N	PF16803.10	1	1	1	1	1	1	1	1
S-AdoMet_synt_M	PF02772.21	1	1	1	1	1	1	1	1
Urease_beta	PF00699.25	1	1	1	1	1	1	1	1
TMP-TENI	PF02581.22	1	1	1	1	1	1	1	1
Pep3_Vps18	PF05131.19	1	1	1	1	1	1	1	1
DNA_pol_A_exo1	PF01612.25	1	1	2	2	1	1	0	0
DUF974	PF06159.18	1	1	1	1	1	1	1	1
SbcC_Walker_B	PF13558.11	1	1	1	1	1	1	1	1
OTU1_UBXL	PF21403.2	1	1	1	1	1	1	1	1
MAS20	PF02064.20	1	1	1	1	1	1	1	1
DUF1751	PF08551.15	1	1	1	1	1	1	1	1
PGI	PF00342.24	1	1	1	1	1	1	1	1
Nqo3_Fer4	PF22117.1	1	1	1	1	1	1	1	1
PH_11	PF15413.11	1	1	1	1	1	1	1	1
Ribosomal_L36e	PF01158.23	1	1	1	1	1	1	1	1
RNA_pol_Rpa2_4	PF06883.17	1	1	1	1	1	1	1	1
STE2	PF02116.20	1	1	1	1	1	1	1	1
zf-TFIIIC	PF12660.12	1	1	1	1	1	1	1	1
DDOST_48kD	PF03345.19	1	1	1	1	1	1	1	1
COQ7	PF03232.18	1	1	1	1	1	1	1	1
SBDS_domain_II	PF09377.15	1	1	1	1	1	1	1	1
MOR2-PAG1_N	PF14222.11	1	1	1	1	1	1	1	1
Glyco_hydro_65m	PF03632.20	1	1	1	1	1	1	1	1
DUF6780	PF20571.3	1	1	1	1	1	1	1	1
TTI1	PF21547.2	1	1	1	1	1	1	1	1
Clp1	PF06807.19	1	1	1	1	1	1	1	1
DHC_N2	PF08393.18	1	1	1	1	1	1	1	1
ARMH3_C	PF08427.15	1	1	1	1	1	1	1	1
IMS_HHH_1	PF21999.1	1	1	1	1	1	1	1	1
Chalcone_2	PF16035.10	1	1	1	1	1	1	1	1
Pil1	PF13805.11	0	1	1	1	1	1	2	1
LANC_like	PF05147.18	1	1	1	1	1	1	1	1
YJL171C_Tos1_C	PF10287.15	1	1	1	1	1	1	1	1
Glu_syn_central	PF04898.19	1	1	1	1	1	1	1	1
VPS11_C	PF12451.13	1	1	1	1	1	1	1	1
Acylphosphatase	PF00708.23	1	1	1	1	1	1	1	0
Endonuclease_NS	PF01223.28	1	1	1	1	1	1	1	1
Reprolysin_3	PF13582.11	1	1	1	1	1	1	1	1
SFXNs	PF03820.22	1	1	1	1	1	1	1	1
DUF2264	PF10022.14	0	1	1	1	1	1	1	1
PGP_phosphatase	PF09419.15	1	1	1	1	1	1	1	1
DUF2231	PF09990.14	1	1	1	1	1	1	1	1
HisG_C	PF08029.16	1	1	1	1	1	1	1	1
LRR_6	PF13516.11	1	1	0	1	0	1	1	2
DASH_Spc19	PF08287.16	1	1	1	1	1	1	1	1
Ribosomal_L15e	PF00827.22	1	1	1	1	1	1	1	1
RRF	PF01765.24	1	1	1	1	1	1	1	1
Arginosuc_synth	PF00764.24	1	1	1	1	1	1	1	1
COX4	PF02936.19	1	1	1	1	1	1	1	1
2Fe-2S_thioredx	PF01257.24	1	1	1	1	1	1	1	1
RNA_pol	PF00940.24	1	1	1	1	1	1	1	1
Frataxin_Cyay	PF01491.21	1	1	1	1	1	1	1	1
Ribosomal_L14e	PF01929.22	1	1	1	1	1	1	1	1
Omp85	PF01103.28	1	1	1	1	1	1	1	1
Rtf2	PF04641.17	1	1	1	1	1	1	1	1
Ribosomal_S4e	PF00900.25	1	1	1	1	1	1	1	1
TAF8_C	PF10406.14	1	1	1	1	1	1	1	1
dDENN	PF03455.24	1	1	1	1	1	1	1	1
AAA_lid_11	PF18198.6	1	1	1	1	1	1	1	1
Cyanate_lyase	PF02560.19	1	1	1	1	1	1	1	1
BAG	PF02179.21	1	1	1	1	1	1	1	1
MDD_C	PF18376.6	1	1	1	1	1	1	1	1
CDC50	PF03381.20	1	1	1	1	1	1	1	1
PI3K_C2	PF00792.29	1	1	1	1	1	1	1	1
Brr6_like_C_C	PF10104.14	1	1	1	1	1	1	1	1
muHD	PF10291.14	1	1	1	1	1	1	1	1
2-oxogl_dehyd_N	PF16078.10	1	1	1	1	1	1	1	1
Coatomer_E	PF04733.19	1	1	1	1	1	1	1	1
Prp19	PF08606.16	1	1	1	1	1	1	1	1
Peptidase_C1_2	PF03051.20	1	1	1	1	1	1	1	1
cNMPbd_u2	PF16643.10	1	1	1	1	1	1	1	1
BUD31	PF01125.22	1	1	1	1	1	1	1	1
Yme1-like_N	PF21232.2	1	1	1	1	1	1	1	1
HPPK	PF01288.25	1	1	1	1	1	1	1	1
S-AdoMet_synt_N	PF00438.25	1	1	1	1	1	1	1	1
Dsc3_N	PF10302.14	1	1	1	1	1	1	1	1
CDO_I	PF05995.17	1	1	1	1	1	1	1	1
PGA_cap	PF09587.15	1	0	0	1	2	1	2	1
CRM1_repeat_2	PF18784.6	1	1	1	1	1	1	1	1
Ribosomal_S3_C	PF00189.25	1	1	1	1	1	1	1	1
Peptidase_C13	PF01650.23	1	1	1	1	1	1	1	1
Rpn3_C	PF08375.16	1	1	1	1	1	1	1	1
Q_salvage	PF10343.14	1	1	1	1	1	1	1	1
UreF	PF01730.21	1	1	1	1	1	1	1	1
NMD3_OB	PF21192.2	1	1	1	1	1	1	1	1
Prenyltransf	PF01255.24	0	1	1	1	0	0	1	0
Aim21	PF11489.13	1	1	1	1	1	1	1	1
Pyridox_oxase_2	PF12766.12	1	1	1	1	1	1	1	1
SBDS_C	PF20268.3	1	1	1	1	1	1	1	1
IF-2	PF11987.13	1	1	0	1	2	2	1	0
UCH_C	PF18031.6	1	1	1	1	1	1	1	1
YfbR-like	PF12917.12	0	1	1	1	1	1	1	2
NT-C2	PF10358.14	1	1	1	1	1	1	1	1
Cornichon	PF03311.19	1	1	1	1	1	1	1	1
Syntaxin	PF00804.30	1	1	1	1	1	1	1	1
DUF5353	PF17304.7	1	1	1	1	1	1	1	1
HAT1_C_fung	PF21184.2	1	1	1	1	1	1	1	1
ASL_C2	PF14698.11	1	1	1	1	1	1	1	1
SpoU_methylase	PF00588.24	1	1	1	1	1	1	1	1
Svf1_C	PF17187.9	1	1	1	1	1	1	1	1
Mt_ATP-synt_B	PF05405.19	1	1	1	1	1	1	1	1
HSCB_C	PF07743.18	1	1	1	1	1	1	1	1
Elong_Iki1	PF10483.14	1	1	1	1	1	1	1	1
CSN5_C	PF18323.6	1	1	1	1	1	1	1	1
Med13_C	PF06333.17	1	1	1	1	1	1	1	1
GrpE	PF01025.24	1	1	1	1	1	1	1	1
Dynein_AAA_lid	PF17852.6	1	1	1	1	1	1	1	1
NPR2	PF06218.16	1	1	1	1	1	1	1	1
Sec15_C	PF04091.17	1	1	1	1	1	1	1	1
COPI_C	PF06957.16	1	1	1	1	1	1	1	1
CGI-121	PF08617.15	1	1	1	1	1	1	1	1
GPHR_N	PF12537.13	1	1	1	1	1	1	1	1
MUS81-like_WH	PF21136.2	1	1	1	1	1	1	1	1
ATP-synt_F	PF01990.22	1	1	1	1	1	1	1	1
ATE_C	PF04377.20	1	0	1	1	1	1	1	2
PseudoU_synth_2	PF00849.27	1	1	1	1	1	1	1	1
Vps16_N	PF04841.18	1	1	1	1	1	1	1	1
PRMT5_TIM	PF17285.7	1	1	2	1	1	0	0	1
TFIID_NTD2	PF04494.20	1	1	1	1	1	1	1	1
VPS53_C	PF16854.10	1	1	1	1	1	1	1	1
Neugrin	PF06413.16	1	1	1	1	1	1	1	1
Ribosomal_L34e	PF01199.23	1	1	1	1	1	1	1	1
RPA_C	PF08784.16	1	1	1	1	1	1	1	1
Arm_3	PF16186.10	1	1	1	1	1	1	1	1
Perilipin_2	PF17316.7	1	1	1	1	1	1	1	1
ChAPs	PF09295.15	1	1	1	1	1	1	1	1
Ribosomal_S21e	PF01249.23	1	1	1	1	1	1	1	1
PRA-CH	PF01502.23	1	1	1	1	1	1	1	1
Guanylate_kin	PF00625.26	1	1	1	1	1	1	1	1
MMtag	PF10159.14	1	1	1	1	1	1	1	1
POR	PF01558.23	1	1	1	1	1	1	1	1
CDC24	PF06395.16	1	1	1	1	1	1	1	1
Nup35_RRM_2	PF14605.11	1	1	1	1	1	1	1	1
DPOA2_OB	PF22062.1	1	1	1	1	1	1	1	1
U3_assoc_6	PF08640.16	1	1	1	1	1	1	1	1
UPF0160	PF03690.18	1	1	1	1	1	1	1	1
Homoserine_dh	PF00742.24	1	1	1	1	1	1	1	1
RICTOR_V	PF14668.11	1	1	1	1	1	1	1	1
MeaB	PF03308.21	1	1	1	1	1	1	1	1
BLM10_N	PF16547.10	1	1	1	1	1	1	1	1
Ltn1_1st	PF22958.1	1	1	1	1	1	0	1	1
Vint	PF14623.11	1	1	1	1	1	1	1	1
Med6	PF04934.19	1	1	1	1	1	1	1	1
YL1	PF05764.18	1	1	1	1	1	1	1	1
Ribosomal_S6e	PF01092.24	1	1	1	1	1	1	1	1
DUF3844	PF12955.12	1	1	1	1	1	1	1	1
Mo25	PF08569.16	1	1	1	1	1	1	1	1
NCA2	PF08637.15	1	1	1	1	1	1	1	1
RS4NT	PF08071.17	1	1	1	1	1	1	1	1
KxDL	PF10241.14	1	1	1	1	1	1	1	1
UcrQ	PF02939.21	1	2	0	1	1	1	1	1
E1_4HB	PF16191.10	1	1	1	1	1	1	1	1
DUF1977	PF09320.16	1	1	1	1	1	1	1	1
MIOS_a-sol	PF21719.2	1	1	1	1	1	1	1	1
ETFQO_UQ-bd	PF21162.2	1	1	1	1	1	1	1	1
ETC_C1_NDUFA5	PF04716.19	1	1	1	1	1	1	1	1
Nop53	PF07767.16	1	1	1	1	1	1	1	1
Ribosomal_S17_N	PF16205.10	1	1	1	1	1	1	1	1
Calpain_III	PF01067.27	1	1	1	1	1	1	1	1
RNA12	PF10443.14	1	1	1	1	1	1	1	1
Ribosomal_L31e	PF01198.24	1	1	1	1	1	1	1	1
Ribosomal_L21e	PF01157.23	1	1	1	1	1	1	1	1
QCR10	PF09796.14	1	1	1	1	1	1	1	1
VMA21	PF09446.15	1	1	1	1	1	1	1	1
Syntaxin-5_N	PF11416.13	1	1	1	1	1	1	1	1
TFIIIC_sub6	PF10419.14	1	1	1	1	1	1	1	1
Phytase-like	PF13449.11	1	0	2	1	1	1	1	1
Ceramidase_alk	PF04734.18	1	1	1	1	1	1	1	1
CofD	PF01933.23	1	1	1	1	1	1	1	1
Tim44	PF04280.20	1	1	1	1	1	1	1	1
PIG-S	PF10510.14	1	1	1	1	1	1	1	1
Tfb4	PF03850.19	1	1	0	0	1	1	1	1
NMD_SH3	PF21193.2	1	1	1	1	1	1	1	1
zf-NADH-PPase	PF09297.16	1	1	1	1	1	1	1	1
Glyco_hydro81C	PF17652.6	1	1	1	1	1	1	1	1
Wheel	PF18972.5	1	1	1	1	1	1	1	1
DUF6640	PF20345.3	2	1	0	0	1	2	1	1
EFhand_Ca_insen	PF08726.15	1	1	1	1	1	1	1	1
ELFV_dehydrog_N	PF02812.23	1	1	1	1	1	1	1	1
RAI16-like	PF10257.14	1	1	1	1	1	1	1	1
Med16_N	PF11635.13	1	1	1	1	1	1	1	1
DUF2014	PF09427.15	1	1	1	1	1	1	1	1
Mannitol_dh	PF01232.28	1	1	1	1	1	1	1	1
EIF3E_C	PF21357.2	1	1	1	1	1	1	1	1
Glyoxalase_6	PF18029.6	1	1	0	0	1	3	2	0
COG4_N	PF20663.2	1	1	1	1	1	1	1	1
CPSF100_C	PF13299.11	1	1	1	1	1	1	1	1
SOG2	PF10428.14	1	1	1	1	1	1	1	1
EMC3_TMCO1	PF01956.21	1	1	1	1	1	1	1	1
COP-gamma_platf	PF08752.15	1	1	1	1	1	1	1	1
Methyltransf_34	PF11312.13	1	1	1	1	1	1	1	1
DUF1761	PF08570.15	1	1	1	1	1	1	1	1
DUF3295	PF11702.13	1	1	1	1	1	1	1	1
Nuc_deoxyrib_tr	PF05014.20	1	1	1	1	1	1	1	1
NOG1	PF06858.19	1	1	1	1	1	1	1	1
PHP	PF02811.24	1	1	1	1	1	1	1	1
FRG1	PF06229.17	1	1	1	1	1	1	1	1
DUF2470	PF10615.14	2	0	1	1	1	1	1	1
Mis14	PF08641.17	1	1	1	1	1	1	1	1
Ribosomal_L32e	PF01655.23	1	1	1	1	1	1	1	1
Pterin_bind	PF00809.27	1	1	1	1	1	1	1	1
OPA3	PF07047.17	1	1	1	1	1	1	1	1
PP2C_2	PF13672.11	1	0	1	1	1	1	2	1
PqqF-like_C_4	PF22456.1	1	1	1	1	1	1	1	1
Dymeclin	PF09742.14	1	1	1	1	1	1	1	1
SIP1	PF04938.17	1	1	1	1	1	1	1	1
ICE2	PF08426.15	1	1	2	0	1	1	1	1
NOG1_N	PF17835.6	1	1	1	1	1	1	1	1
Glyco_hydro_67M	PF07488.17	1	1	2	0	1	1	1	1
SUV3_C	PF12513.13	1	1	1	1	1	1	1	1
GDE_C	PF06202.19	1	1	1	1	1	1	1	1
ArgJ	PF01960.23	1	1	1	1	1	1	1	1
Reprolysin_4	PF13583.11	1	1	1	1	1	1	1	1
UTP15_C	PF09384.15	1	1	1	1	1	1	1	1
SRP_TPR_like	PF17004.10	1	1	1	1	1	1	1	1
Stealth_CR2	PF11380.13	0	1	1	2	0	3	0	1
DNA_pol_D_N	PF18018.6	1	1	1	1	1	1	1	1
Gp_dh_N	PF00044.29	1	1	1	1	1	1	1	1
Ribosomal_L16	PF00252.23	1	1	1	1	1	1	1	1
Sec39	PF08314.16	1	1	1	1	1	1	1	1
Gryzun	PF07919.17	1	1	1	1	1	1	1	1
HSP9_HSP12	PF04119.17	1	1	1	1	1	1	1	1
Rrp44_S1	PF17215.8	1	1	1	1	1	1	1	1
SRR1	PF07985.17	1	3	1	1	1	0	1	0
PRA-PH	PF01503.22	1	1	1	1	1	1	1	1
V-ATPase_C	PF03223.20	1	1	1	1	1	1	1	1
zf-C2H2_3	PF13878.11	1	1	1	1	1	1	1	1
hSac2	PF12456.13	1	1	1	1	1	1	1	1
Porphobil_deam	PF01379.25	1	1	1	1	1	1	1	1
Nucleoside_tran	PF01733.23	1	1	1	1	1	1	1	1
Memo	PF01875.22	1	1	1	1	1	1	1	1
Thioredoxin_12	PF18400.6	1	1	1	1	1	1	1	1
AAA_8	PF12780.12	1	1	1	1	1	1	1	1
Glyco_hydro_114	PF03537.18	0	1	2	1	1	1	1	1
SSB	PF00436.30	1	1	1	1	1	1	1	1
Rib_5-P_isom_A	PF06026.19	1	1	1	1	1	1	1	1
IGPS	PF00218.26	1	1	1	1	1	1	1	1
SF3a60_Prp9_C	PF11931.13	1	1	1	1	1	1	1	1
COG4_m	PF08318.17	1	1	1	1	1	1	1	1
APG6	PF04111.17	1	1	1	1	1	1	1	1
CRM1_C	PF08767.16	1	1	1	1	1	1	1	1
Fer4_7	PF12838.12	1	1	1	1	1	1	1	1
Hikeshi-like_N	PF05603.17	1	1	1	1	1	1	1	1
GSH_synth_ATP	PF03917.22	1	1	0	1	1	1	1	1
Med5	PF08689.15	1	1	1	1	1	1	1	1
P5-ATPase	PF12409.13	1	1	1	1	1	1	1	1
Ribosomal_L38e	PF01781.23	1	1	1	1	1	1	1	1
DUF5321	PF17254.7	1	1	1	1	1	1	1	1
Glyco_hydro_67C	PF07477.17	1	1	2	0	1	1	1	1
RNase_HII	PF01351.23	1	1	1	1	1	1	1	1
ALG11_N	PF15924.10	1	1	1	1	1	1	1	1
FtsH_ext	PF06480.20	1	1	1	1	1	1	1	1
SRP72	PF08492.17	1	1	1	1	1	1	1	1
DUF1746	PF08508.15	1	1	1	1	1	1	1	1
TBCA	PF02970.21	1	1	1	1	1	1	1	1
TRAPPC10	PF12584.13	1	1	1	1	1	1	1	1
PGK	PF00162.24	1	1	1	1	1	1	1	1
RIC1	PF07064.18	1	1	1	0	1	1	1	1
ATP13	PF12921.12	1	1	1	1	1	1	1	1
GTP_cyclohydroI	PF01227.27	1	1	1	1	1	1	1	1
MIS13	PF08202.16	1	1	1	1	1	1	1	1
ETF_QO	PF05187.18	1	1	1	1	1	1	1	1
WAPL	PF07814.18	1	1	1	1	1	1	1	1
Man-6-P_recep	PF02157.20	1	1	1	1	1	1	1	1
AIRS	PF00586.29	1	1	1	1	1	1	1	1
S-AdoMet_synt_C	PF02773.21	1	1	1	1	1	1	1	1
MCM2_N	PF12619.13	1	1	1	1	1	1	1	1
ATG8	PF02991.21	1	1	1	1	1	1	1	1
PCNA_N	PF00705.23	1	1	1	1	1	1	1	1
BLM10_mid	PF16507.10	1	1	1	1	1	1	1	1
Ribosomal_L26	PF16906.10	1	1	1	1	1	1	1	1
ATP19	PF11022.13	1	1	1	1	1	1	1	1
Git3	PF11710.13	1	2	0	1	1	1	1	1
NPC1_MLD	PF22314.1	1	1	1	1	1	1	1	1
MRP-S25	PF13741.11	1	1	1	1	1	1	1	1
GXGXG	PF01493.24	1	1	1	1	1	1	1	1
F_actin_cap_B	PF01115.22	1	1	1	1	1	1	1	1
SNAP	PF14938.11	1	1	1	1	1	1	1	1
TUDOR	PF00567.29	1	1	1	1	1	1	1	1
acVLRF1	PF18859.6	1	1	1	1	1	1	1	1
Pho88	PF10032.14	1	1	1	1	1	1	1	1
ATP-cone	PF03477.21	1	1	1	1	1	1	1	1
XPG_I_2	PF12813.12	1	1	1	1	1	1	1	1
hDGE_amylase	PF14701.11	1	1	1	1	1	1	1	1
Glyco_hydro_67N	PF03648.19	1	1	2	0	1	1	1	1
zf-UBR	PF02207.25	1	0	2	0	2	1	2	0
Rxt3	PF08642.15	1	1	1	1	1	1	1	1
Sec3_CC	PF09763.14	0	1	2	1	1	1	1	1
LCAT	PF02450.20	1	1	1	1	1	1	1	1
PIN_4	PF13638.11	1	1	1	1	1	1	1	1
Trehalase_Ca-bi	PF07492.16	1	1	1	1	1	1	1	1
DUF3437	PF11919.13	1	1	1	1	1	1	1	1
IF5A-like_N	PF21485.2	1	1	1	1	1	1	1	1
MRP-L27	PF09809.14	1	1	1	1	1	1	1	1
KH_2	PF07650.22	1	1	1	1	1	1	1	1
RPAP2_Rtr1	PF04181.18	1	1	1	1	1	1	1	1
ACCA_BT	PF21385.2	1	1	1	1	1	1	1	1
Ribosomal_S25	PF03297.20	1	1	1	1	1	1	1	1
MT	PF12777.12	1	1	1	1	1	1	1	1
RNase_PH_C	PF03725.20	1	1	1	1	1	1	1	1
B3_4	PF03483.22	1	1	1	1	1	1	1	1
Pet127	PF08634.15	1	1	1	1	1	1	1	1
Peptidase_M13_N	PF05649.18	1	1	1	1	1	1	1	1
IGR	PF09597.16	1	1	1	1	1	1	1	1
UBA_3	PF09288.15	1	1	1	1	1	1	1	1
UPF0113	PF03657.18	1	1	1	1	1	1	1	1
Ribosomal_S13_N	PF08069.17	1	1	1	1	1	1	1	1
RPN7_PSMD6_C	PF21154.2	1	1	1	1	1	1	1	1
ATP11	PF06644.16	1	1	1	1	1	1	1	1
PSD13_N	PF22037.1	1	1	1	1	1	1	1	1
Ad_cyc_g-alpha	PF08509.16	1	1	1	1	1	1	1	1
HMG_CoA_synt_C	PF08540.15	1	1	1	1	1	1	1	1
ArgoL2	PF16488.10	1	1	1	1	1	1	1	1
PPP5	PF08321.17	1	1	1	1	1	1	1	1
Metallopep	PF12044.13	1	1	1	1	1	1	1	1
Fer4_20	PF14691.11	1	1	1	1	1	1	1	1
Bromo_TP	PF07524.18	1	1	1	1	1	1	1	1
ATP_sub_h	PF10775.14	1	1	1	1	1	1	1	1
TPR_22	PF18833.6	1	1	1	1	1	1	1	1
PNTB_4TM	PF12769.12	1	1	1	1	1	1	1	1
HK	PF02110.20	1	1	1	1	1	1	1	1
Foie-gras_1	PF11817.13	1	1	1	1	1	1	1	1
RTT107_BRCT_5	PF16770.10	1	1	1	1	1	1	1	1
NOGCT	PF08155.16	1	1	1	1	1	1	1	1
GatB_N	PF02934.20	1	1	1	1	1	1	1	1
CLP1_N	PF16573.10	1	1	1	1	1	1	1	1
CTP_synth_N	PF06418.19	1	1	1	1	1	1	1	1
Ric8	PF10165.14	1	1	1	1	1	1	1	1
Peptidase_M24_C	PF16188.10	1	1	1	1	1	1	1	1
Catalase_C	PF18011.6	1	1	1	0	1	1	1	2
Sacchrp_dh_C	PF16653.10	1	1	1	1	1	1	1	1
BRE1	PF08647.16	1	1	1	1	1	1	1	1
zinc_ribbon_16	PF17034.10	1	1	0	0	1	1	1	1
Hpt	PF01627.28	1	1	1	1	1	1	1	1
RecA	PF00154.26	1	1	1	1	1	1	1	1
Cdc6_C	PF09079.16	1	1	1	1	1	1	1	1
zn-ribbon_14	PF16503.10	1	1	1	1	1	1	1	1
YchF-GTPase_C	PF06071.18	1	1	1	1	1	1	1	1
ACCA	PF03255.19	1	1	1	1	1	1	1	1
AMG1_II	PF21405.2	1	1	1	1	1	1	1	1
Nop52	PF05997.17	1	1	1	1	1	1	1	1
DUF2428	PF10350.14	1	1	1	1	1	1	1	1
Tag1_C	PF22786.1	1	1	1	1	1	1	1	1
SLC35F	PF06027.17	0	1	1	2	1	1	1	1
PurK_C	PF17769.6	1	1	1	1	1	1	1	1
HSA	PF07529.18	1	2	2	0	1	1	1	0
SIN1_PH	PF16979.10	1	1	1	1	1	1	1	1
Cullin_binding	PF03556.20	1	1	1	1	1	1	1	1
hGDE_N	PF14699.11	1	1	1	1	1	1	1	1
iPGM_N	PF06415.18	1	1	1	1	1	1	1	1
MTP18	PF10558.14	1	1	1	1	1	1	1	1
RasGEF_N_2	PF14663.11	1	1	1	1	1	1	1	1
Flavodoxin_5	PF12724.12	1	1	1	1	1	1	1	1
ALS_ss_C	PF10369.14	1	1	1	1	1	1	1	1
DAD	PF02109.21	1	1	1	1	1	1	1	1
ELYS	PF13934.11	1	1	1	1	1	1	1	1
KH_PNO1_2nd	PF22891.1	1	1	1	1	1	1	1	1
LepA_C	PF06421.17	1	1	1	1	1	1	1	1
Pr_beta_C	PF12465.13	1	1	1	1	1	1	1	1
UreD	PF01774.22	1	1	1	1	1	1	1	1
OSCP	PF00213.23	1	1	1	1	1	1	1	1
G6PD_C	PF02781.21	1	1	1	1	1	1	1	1
Sof1	PF04158.19	1	1	1	1	1	1	1	1
TMF_TATA_bd	PF12325.13	1	1	1	1	1	1	1	1
CDT1_C	PF16679.10	1	1	1	1	1	1	1	1
Stk19	PF10494.14	1	1	1	1	1	1	1	1
Thioredoxin_15	PF18403.6	1	1	1	1	1	1	1	1
Nup188_N-subdom_III	PF21093.2	1	1	1	1	1	1	1	1
DOT1	PF08123.18	1	1	1	1	1	1	1	1
R3H-assoc	PF13902.11	1	1	1	1	1	1	1	1
ANAPC1	PF12859.12	1	1	1	1	1	1	1	1
DAP3	PF10236.14	1	1	1	1	1	1	1	1
SCO1-SenC	PF02630.19	1	1	1	1	1	1	1	1
MBF1	PF08523.15	1	1	1	1	1	1	1	1
PBDC1	PF04669.18	1	1	1	1	1	1	1	1
Ribophorin_II	PF05817.19	1	1	1	1	1	1	1	1
SGF29_Tudor	PF07039.16	1	1	1	1	1	1	1	1
Ku_PK_bind	PF08785.16	1	1	1	1	1	1	1	1
Kre9_KNH1_C	PF05390.16	1	1	1	1	1	1	1	1
P21-Arc	PF04062.19	1	1	1	1	1	1	1	1
Peptidase_M13	PF01431.26	1	1	1	1	1	1	1	1
DUF4202	PF13875.11	1	1	1	1	1	1	1	1
NatA_aux_su	PF12569.13	1	1	1	1	1	1	1	1
DUF2838	PF10998.13	1	1	1	1	1	1	1	1
DUF3419	PF11899.13	1	1	1	1	1	1	1	1
UPF0220	PF05255.16	1	1	1	1	1	1	1	1
FTA4	PF13093.11	1	1	1	1	1	1	1	1
eIF-3_zeta	PF05091.17	1	1	1	1	1	1	1	1
ALAD	PF00490.26	1	1	1	1	1	1	1	1
Rce1-like	PF02517.21	1	1	2	0	1	1	1	1
RTC_insert	PF05189.18	1	1	1	1	1	1	1	1
ADIP	PF11559.13	1	1	1	1	1	1	1	1
Med22	PF06179.17	1	1	1	1	1	1	1	1
UBA_2	PF08587.16	1	1	1	1	1	1	1	1
E2_bind	PF08825.15	1	1	1	1	1	1	1	1
Bap31	PF05529.17	1	1	1	1	1	1	1	1
Tma16	PF11176.13	1	1	1	1	1	1	1	1
ATG1-like_MIT2	PF21127.2	1	1	1	1	1	1	1	1
NatB_MDM20	PF09797.14	1	1	1	1	1	1	1	1
UAE_UbL	PF14732.11	1	1	1	1	1	1	1	1
HVSL	PF09749.14	1	1	1	1	1	1	1	1
Gon7	PF08738.15	1	1	1	1	1	1	1	1
DNA_primase_lrg	PF04104.19	1	1	1	1	1	1	1	1
DUF1077	PF06417.17	1	1	1	1	1	1	1	1
Stb3	PF10330.14	1	1	1	1	1	1	1	1
AdoHcyase_NAD	PF00670.26	1	1	1	1	1	1	1	1
DSS1_SEM1	PF05160.18	1	1	1	1	1	1	1	1
